,Probe_Id,module,Gene_symbol.y,NETWORK
892,ILMN_2132599,grey,ANKRD22,GR_DE_p
900,ILMN_2148497,grey,C20orf107,GR_DE_p
907,ILMN_2160929,grey,FEN1,GR_DE_p
913,ILMN_2181968,grey,CBL,GR_DE_p
917,ILMN_2206141,grey,MLL3,GR_DE_p
923,ILMN_2219712,grey,HMGB2,GR_DE_p
926,ILMN_2220845,grey,TMPRSS15,GR_DE_p
932,ILMN_2231928,grey,MX2,GR_DE_p
935,ILMN_2233099,grey,SSRP1,GR_DE_p
940,ILMN_2248725,grey,TYSND1,GR_DE_p
942,ILMN_2252295,grey,ELF2,GR_DE_p
945,ILMN_2282959,grey,DNA2,GR_DE_p
955,ILMN_2306540,grey,PDE9A,GR_DE_p
961,ILMN_2321451,grey,HNRNPD,GR_DE_p
967,ILMN_2326071,grey,MYL6,GR_DE_p
972,ILMN_2327780,grey,TRIM23,GR_DE_p
975,ILMN_2328280,grey,ACTL6A,GR_DE_p
981,ILMN_2334587,grey,HNRNPC,GR_DE_p
983,ILMN_2336609,grey,SYTL2,GR_DE_p
992,ILMN_2342271,grey,BCL11A,GR_DE_p
1000,ILMN_2348090,grey,MRPL55,GR_DE_p
1003,ILMN_2348093,grey,ATP5J,GR_DE_p
1011,ILMN_2356031,grey,RNF121,GR_DE_p
1013,ILMN_2356311,grey,FAM165B,GR_DE_p
1022,ILMN_2367113,grey,CASP6,GR_DE_p
1035,ILMN_2376723,grey,CDKN2B,GR_DE_p
1040,ILMN_2386008,grey,MPZL1,GR_DE_p
1046,ILMN_2388539,grey,C17orf101,GR_DE_p
1054,ILMN_2395451,grey,ASS1,GR_DE_p
1056,ILMN_2396982,grey,BCL2L12,GR_DE_p
1059,ILMN_2397199,grey,NDEL1,GR_DE_p
1063,ILMN_2397750,grey,IVNS1ABP,GR_DE_p
1066,ILMN_2402416,grey,DNAJB6,GR_DE_p
1070,ILMN_2404385,grey,REPIN1,GR_DE_p
1074,ILMN_2413572,grey,MARK2,GR_DE_p
9,ILMN_1653718,red,ZFAND2B,GR_DE_p
12,ILMN_1655190,red,LOC100506085,GR_DE_p
14,ILMN_1655635,red,METTL3,GR_DE_p
30,ILMN_1657771,red,CRTC2,GR_DE_p
31,ILMN_1657977,red,MSRB2,GR_DE_p
33,ILMN_1658884,red,ATP11B,GR_DE_p
39,ILMN_1660357,red,FLJ43663,GR_DE_p
48,ILMN_1662451,red,FCER2,GR_DE_p
56,ILMN_1663142,red,CLEC12A,GR_DE_p
58,ILMN_1664030,red,RAB1B,GR_DE_p
61,ILMN_1664094,red,P2RY13,GR_DE_p
62,ILMN_1664167,red,RPF2,GR_DE_p
67,ILMN_1665331,red,AMT,GR_DE_p
71,ILMN_1665797,red,CSE1L,GR_DE_p
78,ILMN_1667476,red,LTBR,GR_DE_p
84,ILMN_1668374,red,ITGB5,GR_DE_p
92,ILMN_1670925,red,CYB5D1,GR_DE_p
98,ILMN_1671207,red,IARS2,GR_DE_p
100,ILMN_1671374,red,C19orf53,GR_DE_p
105,ILMN_1671893,red,CHMP2A,GR_DE_p
116,ILMN_1673604,red,YIPF3,GR_DE_p
131,ILMN_1675124,red,DDX17,GR_DE_p
133,ILMN_1675556,red,XKR8,GR_DE_p
136,ILMN_1675612,red,BLCAP,GR_DE_p
150,ILMN_1677133,red,MITD1,GR_DE_p
155,ILMN_1677452,red,REXO4,GR_DE_p
163,ILMN_1678054,red,TRIM21,GR_DE_p
166,ILMN_1679324,red,EIF1B,GR_DE_p
169,ILMN_1679771,red,C2orf68,GR_DE_p
175,ILMN_1680662,red,SASS6,GR_DE_p
189,ILMN_1685140,red,PRRC1,GR_DE_p
193,ILMN_1685810,red,NFATC3,GR_DE_p
211,ILMN_1688625,red,AIM1,GR_DE_p
215,ILMN_1689646,red,FSD1,GR_DE_p
217,ILMN_1689747,red,NOL8,GR_DE_p
221,ILMN_1691117,red,DNTTIP1,GR_DE_p
223,ILMN_1691717,red,RHBDF2,GR_DE_p
225,ILMN_1692517,red,SORD,GR_DE_p
233,ILMN_1694174,red,TRIM68,GR_DE_p
235,ILMN_1694504,red,RNF220,GR_DE_p
244,ILMN_1695991,red,COLQ,GR_DE_p
249,ILMN_1696643,red,TLN1,GR_DE_p
264,ILMN_1700147,red,VPREB3,GR_DE_p
272,ILMN_1701173,red,KCNK6,GR_DE_p
274,ILMN_1701244,red,ITFG2,GR_DE_p
285,ILMN_1703471,red,ATF6,GR_DE_p
289,ILMN_1704795,red,MARK3,GR_DE_p
291,ILMN_1704873,red,TCEB1,GR_DE_p
298,ILMN_1706357,red,RFX2,GR_DE_p
318,ILMN_1709611,red,PSMA1,GR_DE_p
319,ILMN_1709809,red,NHP2L1,GR_DE_p
324,ILMN_1709882,red,ICK,GR_DE_p
325,ILMN_1710598,red,SKI,GR_DE_p
328,ILMN_1710734,red,GZMK,GR_DE_p
333,ILMN_1711270,red,SUGP2,GR_DE_p
335,ILMN_1711516,red,ATP6V1A,GR_DE_p
337,ILMN_1711573,red,CD96,GR_DE_p
338,ILMN_1711611,red,CR1,GR_DE_p
340,ILMN_1712088,red,CLYBL,GR_DE_p
346,ILMN_1713603,red,PRKCB,GR_DE_p
351,ILMN_1714602,red,CD86,GR_DE_p
353,ILMN_1714650,red,RASGRP4,GR_DE_p
357,ILMN_1715680,red,NEIL2,GR_DE_p
368,ILMN_1718070,red,CASP9,GR_DE_p
370,ILMN_1718619,red,TRIM11,GR_DE_p
373,ILMN_1718924,red,ETFA,GR_DE_p
375,ILMN_1718932,red,MTRR,GR_DE_p
383,ILMN_1720053,red,ZFAND3,GR_DE_p
384,ILMN_1720083,red,EHD4,GR_DE_p
388,ILMN_1721035,red,MS4A6A,GR_DE_p
401,ILMN_1724181,red,IL15,GR_DE_p
407,ILMN_1724581,red,EDC3,GR_DE_p
410,ILMN_1724753,red,NIN,GR_DE_p
411,ILMN_1725241,red,GSTK1,GR_DE_p
425,ILMN_1728662,red,ALDH3B1,GR_DE_p
441,ILMN_1731783,red,ATP1A1,GR_DE_p
460,ILMN_1736981,red,BRD4,GR_DE_p
463,ILMN_1737170,red,FLII,GR_DE_p
465,ILMN_1737314,red,BCL6,GR_DE_p
481,ILMN_1739263,red,DAPK1,GR_DE_p
483,ILMN_1739734,red,CLTCL1,GR_DE_p
486,ILMN_1740216,red,ERCC3,GR_DE_p
492,ILMN_1743032,red,CTSS,GR_DE_p
493,ILMN_1743432,red,DGUOK,GR_DE_p
496,ILMN_1744212,red,INPP5D,GR_DE_p
512,ILMN_1746578,red,SLC23A2,GR_DE_p
520,ILMN_1747192,red,RNF125,GR_DE_p
522,ILMN_1747460,red,TMEM184B,GR_DE_p
525,ILMN_1747622,red,CD33,GR_DE_p
539,ILMN_1751851,red,CECR1,GR_DE_p
546,ILMN_1753010,red,PET112,GR_DE_p
550,ILMN_1754811,red,FBXO38,GR_DE_p
554,ILMN_1755504,red,CALCOCO2,GR_DE_p
561,ILMN_1757072,red,FKBP1A,GR_DE_p
579,ILMN_1762531,red,FGF9,GR_DE_p
584,ILMN_1763365,red,FAM103A1,GR_DE_p
588,ILMN_1764091,red,R3HDM2,GR_DE_p
590,ILMN_1764871,red,PIGP,GR_DE_p
597,ILMN_1765872,red,SIPA1L3,GR_DE_p
606,ILMN_1767661,red,LOC100129269,GR_DE_p
612,ILMN_1769277,red,RPL9,GR_DE_p
633,ILMN_1772697,red,KREMEN1,GR_DE_p
639,ILMN_1774761,red,CCR2,GR_DE_p
644,ILMN_1775243,red,RPL35,GR_DE_p
645,ILMN_1775373,red,CMTM5,GR_DE_p
648,ILMN_1777660,red,RNF144A,GR_DE_p
661,ILMN_1780773,red,LOC400027,GR_DE_p
672,ILMN_1782419,red,GNG11,GR_DE_p
675,ILMN_1783158,red,LY6G6F,GR_DE_p
676,ILMN_1783285,red,CTPS,GR_DE_p
682,ILMN_1784651,red,NAGA,GR_DE_p
688,ILMN_1786718,red,NDUFV1,GR_DE_p
690,ILMN_1787526,red,C2orf88,GR_DE_p
693,ILMN_1788604,red,WBP2,GR_DE_p
701,ILMN_1789186,red,OBFC1,GR_DE_p
707,ILMN_1789793,red,NUAK2,GR_DE_p
724,ILMN_1794726,red,RNF167,GR_DE_p
734,ILMN_1795930,red,PTGER4,GR_DE_p
761,ILMN_1798204,red,IL21R,GR_DE_p
764,ILMN_1798679,red,ANO9,GR_DE_p
766,ILMN_1799688,red,CDC23,GR_DE_p
768,ILMN_1799765,red,RAB24,GR_DE_p
771,ILMN_1799848,red,ANKRD22,GR_DE_p
775,ILMN_1801504,red,RUNX1,GR_DE_p
786,ILMN_1805007,red,SEMA4F,GR_DE_p
791,ILMN_1807106,red,LDHA,GR_DE_p
796,ILMN_1808500,red,CEP68,GR_DE_p
799,ILMN_1809027,red,ATP5SL,GR_DE_p
802,ILMN_1810423,red,RPP40,GR_DE_p
808,ILMN_1811328,red,DPP7,GR_DE_p
809,ILMN_1811624,red,THADA,GR_DE_p
817,ILMN_1813775,red,GAK,GR_DE_p
821,ILMN_1814812,red,USP32,GR_DE_p
838,ILMN_1886092,red,FAM189A1,GR_DE_p
853,ILMN_2058795,red,PGCP,GR_DE_p
862,ILMN_2082810,red,BRD7,GR_DE_p
874,ILMN_2098013,red,CETP,GR_DE_p
875,ILMN_2099301,red,SUN2,GR_DE_p
879,ILMN_2115949,red,ZNF394,GR_DE_p
884,ILMN_2124082,red,PPP2R5B,GR_DE_p
885,ILMN_2127328,red,PURA,GR_DE_p
888,ILMN_2129015,red,AFF1,GR_DE_p
893,ILMN_2132599,red,ANKRD22,GR_DE_p
895,ILMN_2133675,red,SGSH,GR_DE_p
901,ILMN_2148679,red,LOC100507032,GR_DE_p
902,ILMN_2150294,red,FKBP14,GR_DE_p
904,ILMN_2153466,red,FAM50B,GR_DE_p
908,ILMN_2163306,red,FAM120A,GR_DE_p
915,ILMN_2192032,red,SRP19,GR_DE_p
924,ILMN_2219712,red,HMGB2,GR_DE_p
927,ILMN_2222984,red,"RDH14,NT5C1B-RDH14",GR_DE_p
931,ILMN_2231928,red,MX2,GR_DE_p
938,ILMN_2234412,red,TLE3,GR_DE_p
948,ILMN_2285112,red,FBXO11,GR_DE_p
953,ILMN_2299612,red,TMEM150A,GR_DE_p
964,ILMN_2321648,red,SH2D3C,GR_DE_p
965,ILMN_2323172,red,CSF3R,GR_DE_p
970,ILMN_2327276,red,STAU1,GR_DE_p
976,ILMN_2328280,red,ACTL6A,GR_DE_p
978,ILMN_2330112,red,CNIH,GR_DE_p
987,ILMN_2338323,red,CDC25B,GR_DE_p
989,ILMN_2342240,red,MGAT2,GR_DE_p
994,ILMN_2342271,red,BCL11A,GR_DE_p
995,ILMN_2343563,red,ANAPC11,GR_DE_p
997,ILMN_2344204,red,PRR13,GR_DE_p
1001,ILMN_2348090,red,MRPL55,GR_DE_p
1006,ILMN_2352326,red,COASY,GR_DE_p
1008,ILMN_2353697,red,HINFP,GR_DE_p
1026,ILMN_2367469,red,CARS,GR_DE_p
1041,ILMN_2386008,red,MPZL1,GR_DE_p
1043,ILMN_2386205,red,C21orf33,GR_DE_p
1047,ILMN_2391551,red,PROSER1,GR_DE_p
1048,ILMN_2391976,red,SLC45A4,GR_DE_p
1062,ILMN_2397750,red,IVNS1ABP,GR_DE_p
1069,ILMN_2404385,red,REPIN1,GR_DE_p
1078,ILMN_2415572,red,GALC,GR_DE_p
1,ILMN_1651346,turquoise,"TMED7-TICAM2,TICAM2",GR_DE_p
2,ILMN_1651949,turquoise,SCYL3,GR_DE_p
8,ILMN_1653718,turquoise,ZFAND2B,GR_DE_p
11,ILMN_1655154,turquoise,PTBP1,GR_DE_p
13,ILMN_1655312,turquoise,HPS5,GR_DE_p
15,ILMN_1656393,turquoise,PPP2R3A,GR_DE_p
20,ILMN_1656625,turquoise,RPS24,GR_DE_p
21,ILMN_1656913,turquoise,MDH1,GR_DE_p
24,ILMN_1657283,turquoise,ALKBH5,GR_DE_p
28,ILMN_1657771,turquoise,CRTC2,GR_DE_p
36,ILMN_1659976,turquoise,CLP1,GR_DE_p
38,ILMN_1660027,turquoise,FCGR2B,GR_DE_p
41,ILMN_1660579,turquoise,CRLF3,GR_DE_p
44,ILMN_1660810,turquoise,TTC17,GR_DE_p
46,ILMN_1661500,turquoise,B4GALT4,GR_DE_p
49,ILMN_1662451,turquoise,FCER2,GR_DE_p
64,ILMN_1664921,turquoise,PPP6C,GR_DE_p
69,ILMN_1665737,turquoise,UFD1L,GR_DE_p
75,ILMN_1667222,turquoise,MTX1,GR_DE_p
77,ILMN_1667476,turquoise,LTBR,GR_DE_p
80,ILMN_1668063,turquoise,FCN1,GR_DE_p
85,ILMN_1668374,turquoise,ITGB5,GR_DE_p
88,ILMN_1668996,turquoise,C1QBP,GR_DE_p
89,ILMN_1669927,turquoise,ICOS,GR_DE_p
91,ILMN_1670589,turquoise,MYH10,GR_DE_p
94,ILMN_1670925,turquoise,CYB5D1,GR_DE_p
97,ILMN_1671142,turquoise,GPR68,GR_DE_p
104,ILMN_1671893,turquoise,CHMP2A,GR_DE_p
110,ILMN_1672503,turquoise,DPYSL2,GR_DE_p
111,ILMN_1672717,turquoise,C10orf57,GR_DE_p
118,ILMN_1673769,turquoise,KCNG1,GR_DE_p
125,ILMN_1674560,turquoise,GBA2,GR_DE_p
129,ILMN_1674811,turquoise,OASL,GR_DE_p
134,ILMN_1675556,turquoise,XKR8,GR_DE_p
137,ILMN_1675803,turquoise,FAM200B,GR_DE_p
138,ILMN_1675939,turquoise,IFNGR1,GR_DE_p
139,ILMN_1676014,turquoise,DHRS4L1,GR_DE_p
140,ILMN_1676091,turquoise,"HNRNPA1P10,HNRNPA1",GR_DE_p
142,ILMN_1676358,turquoise,RALB,GR_DE_p
148,ILMN_1677133,turquoise,MITD1,GR_DE_p
152,ILMN_1677385,turquoise,C8orf40,GR_DE_p
154,ILMN_1677452,turquoise,REXO4,GR_DE_p
157,ILMN_1677877,turquoise,UBE2L3,GR_DE_p
162,ILMN_1678054,turquoise,TRIM21,GR_DE_p
164,ILMN_1679134,turquoise,NSMCE4A,GR_DE_p
167,ILMN_1679324,turquoise,EIF1B,GR_DE_p
170,ILMN_1679771,turquoise,C2orf68,GR_DE_p
173,ILMN_1680419,turquoise,ASB7,GR_DE_p
176,ILMN_1681032,turquoise,C16orf54,GR_DE_p
179,ILMN_1682264,turquoise,DCAF7,GR_DE_p
187,ILMN_1684293,turquoise,ANP32B,GR_DE_p
191,ILMN_1685661,turquoise,RRP15,GR_DE_p
192,ILMN_1685679,turquoise,RNF146,GR_DE_p
195,ILMN_1686464,turquoise,SLCO4C1,GR_DE_p
196,ILMN_1686697,turquoise,FBXO38,GR_DE_p
200,ILMN_1687080,turquoise,EEF1A1,GR_DE_p
204,ILMN_1687858,turquoise,CALM2,GR_DE_p
212,ILMN_1688702,turquoise,PJA2,GR_DE_p
216,ILMN_1689747,turquoise,NOL8,GR_DE_p
219,ILMN_1690040,turquoise,TM7SF2,GR_DE_p
220,ILMN_1690822,turquoise,VAPA,GR_DE_p
226,ILMN_1692785,turquoise,KLHL21,GR_DE_p
227,ILMN_1693014,turquoise,CEBPB,GR_DE_p
229,ILMN_1693789,turquoise,ALPP,GR_DE_p
230,ILMN_1693949,turquoise,SPECC1,GR_DE_p
231,ILMN_1694084,turquoise,CYTH1,GR_DE_p
242,ILMN_1695759,turquoise,AMDHD2,GR_DE_p
253,ILMN_1697906,turquoise,WBP4,GR_DE_p
259,ILMN_1699265,turquoise,TNFRSF10B,GR_DE_p
260,ILMN_1699991,turquoise,LCK,GR_DE_p
269,ILMN_1700633,turquoise,ABHD4,GR_DE_p
273,ILMN_1701173,turquoise,KCNK6,GR_DE_p
277,ILMN_1701711,turquoise,BRD8,GR_DE_p
282,ILMN_1702691,turquoise,TNFAIP3,GR_DE_p
283,ILMN_1703379,turquoise,VPS41,GR_DE_p
288,ILMN_1704290,turquoise,SPTLC2,GR_DE_p
292,ILMN_1705297,turquoise,MYBPH,GR_DE_p
293,ILMN_1705594,turquoise,NAT10,GR_DE_p
303,ILMN_1707810,turquoise,RPS5,GR_DE_p
309,ILMN_1708580,turquoise,PDZK1IP1,GR_DE_p
311,ILMN_1708954,turquoise,GAR1,GR_DE_p
316,ILMN_1709440,turquoise,CPM,GR_DE_p
320,ILMN_1709809,turquoise,NHP2L1,GR_DE_p
323,ILMN_1709882,turquoise,ICK,GR_DE_p
331,ILMN_1710734,turquoise,GZMK,GR_DE_p
334,ILMN_1711270,turquoise,SUGP2,GR_DE_p
336,ILMN_1711516,turquoise,ATP6V1A,GR_DE_p
339,ILMN_1712088,turquoise,CLYBL,GR_DE_p
341,ILMN_1712347,turquoise,SRSF6,GR_DE_p
343,ILMN_1712705,turquoise,RAB40C,GR_DE_p
348,ILMN_1714461,turquoise,RNF14,GR_DE_p
352,ILMN_1714602,turquoise,CD86,GR_DE_p
356,ILMN_1715680,turquoise,NEIL2,GR_DE_p
358,ILMN_1715905,turquoise,DSN1,GR_DE_p
366,ILMN_1718023,turquoise,APEH,GR_DE_p
369,ILMN_1718619,turquoise,TRIM11,GR_DE_p
372,ILMN_1718924,turquoise,ETFA,GR_DE_p
376,ILMN_1718932,turquoise,MTRR,GR_DE_p
380,ILMN_1719656,turquoise,MRPL38,GR_DE_p
382,ILMN_1720053,turquoise,ZFAND3,GR_DE_p
385,ILMN_1720083,turquoise,EHD4,GR_DE_p
386,ILMN_1720531,turquoise,KDM4B,GR_DE_p
390,ILMN_1721106,turquoise,C14orf159,GR_DE_p
394,ILMN_1722059,turquoise,SAFB,GR_DE_p
398,ILMN_1723486,turquoise,HK2,GR_DE_p
402,ILMN_1724181,turquoise,IL15,GR_DE_p
404,ILMN_1724280,turquoise,EGR3,GR_DE_p
408,ILMN_1724666,turquoise,INADL,GR_DE_p
414,ILMN_1726030,turquoise,GPX7,GR_DE_p
418,ILMN_1726547,turquoise,MAP3K5,GR_DE_p
426,ILMN_1728662,turquoise,ALDH3B1,GR_DE_p
431,ILMN_1730454,turquoise,FOLR3,GR_DE_p
433,ILMN_1730698,turquoise,ODF2,GR_DE_p
436,ILMN_1731546,turquoise,RPL26,GR_DE_p
437,ILMN_1731714,turquoise,CREB5,GR_DE_p
438,ILMN_1731720,turquoise,PDRG1,GR_DE_p
439,ILMN_1731742,turquoise,TNFRSF13C,GR_DE_p
440,ILMN_1731783,turquoise,ATP1A1,GR_DE_p
447,ILMN_1733983,turquoise,FAM153B,GR_DE_p
449,ILMN_1733998,turquoise,DHRS9,GR_DE_p
450,ILMN_1734317,turquoise,DPF2,GR_DE_p
454,ILMN_1735712,turquoise,KRT1,GR_DE_p
461,ILMN_1736981,turquoise,BRD4,GR_DE_p
462,ILMN_1737170,turquoise,FLII,GR_DE_p
464,ILMN_1737314,turquoise,BCL6,GR_DE_p
472,ILMN_1738589,turquoise,MGLL,GR_DE_p
474,ILMN_1738656,turquoise,GLOD4,GR_DE_p
476,ILMN_1738816,turquoise,FOXO1,GR_DE_p
477,ILMN_1738819,turquoise,EFTUD2,GR_DE_p
479,ILMN_1738825,turquoise,HIC1,GR_DE_p
480,ILMN_1738992,turquoise,MNDA,GR_DE_p
482,ILMN_1739428,turquoise,IFIT2,GR_DE_p
484,ILMN_1740216,turquoise,ERCC3,GR_DE_p
494,ILMN_1744068,turquoise,ELP3,GR_DE_p
505,ILMN_1746252,turquoise,POLD2,GR_DE_p
507,ILMN_1746276,turquoise,EPC1,GR_DE_p
508,ILMN_1746378,turquoise,GHDC,GR_DE_p
513,ILMN_1746856,turquoise,RAB21,GR_DE_p
517,ILMN_1747146,turquoise,TSG101,GR_DE_p
519,ILMN_1747192,turquoise,RNF125,GR_DE_p
529,ILMN_1748476,turquoise,NOP58,GR_DE_p
534,ILMN_1749006,turquoise,RCSD1,GR_DE_p
535,ILMN_1750507,turquoise,RPL9,GR_DE_p
538,ILMN_1751400,turquoise,SKAP1,GR_DE_p
541,ILMN_1751851,turquoise,CECR1,GR_DE_p
545,ILMN_1752285,turquoise,RPL4,GR_DE_p
556,ILMN_1756049,turquoise,NT5DC3,GR_DE_p
557,ILMN_1756236,turquoise,C1QL2,GR_DE_p
559,ILMN_1756898,turquoise,COQ9,GR_DE_p
566,ILMN_1758323,turquoise,ACPP,GR_DE_p
572,ILMN_1759872,turquoise,DHFR,GR_DE_p
576,ILMN_1761566,turquoise,C5orf32,GR_DE_p
582,ILMN_1763264,turquoise,MRPL2,GR_DE_p
583,ILMN_1763265,turquoise,CHMP1B,GR_DE_p
587,ILMN_1763842,turquoise,PTRH1,GR_DE_p
591,ILMN_1764871,turquoise,PIGP,GR_DE_p
594,ILMN_1765493,turquoise,SHKBP1,GR_DE_p
599,ILMN_1766984,turquoise,EIF5AL1,GR_DE_p
600,ILMN_1767219,turquoise,POLR1C,GR_DE_p
602,ILMN_1767365,turquoise,PAK1,GR_DE_p
608,ILMN_1767894,turquoise,POLB,GR_DE_p
613,ILMN_1769277,turquoise,RPL9,GR_DE_p
616,ILMN_1770245,turquoise,EPB41L5,GR_DE_p
618,ILMN_1770673,turquoise,AKNA,GR_DE_p
622,ILMN_1770994,turquoise,LOC440900,GR_DE_p
627,ILMN_1771651,turquoise,MON1B,GR_DE_p
628,ILMN_1772132,turquoise,ATP5B,GR_DE_p
631,ILMN_1772651,turquoise,CNOT2,GR_DE_p
632,ILMN_1772697,turquoise,KREMEN1,GR_DE_p
637,ILMN_1773395,turquoise,"RDH5,BLOC1S1-RDH5",GR_DE_p
640,ILMN_1774761,turquoise,CCR2,GR_DE_p
642,ILMN_1774828,turquoise,VEZT,GR_DE_p
643,ILMN_1774844,turquoise,MAPKAPK2,GR_DE_p
654,ILMN_1779410,turquoise,VAPA,GR_DE_p
663,ILMN_1781225,turquoise,MORC2-AS1,GR_DE_p
667,ILMN_1782079,turquoise,ZFP3,GR_DE_p
670,ILMN_1782178,turquoise,FLVCR1-AS1,GR_DE_p
674,ILMN_1783158,turquoise,LY6G6F,GR_DE_p
677,ILMN_1783728,turquoise,TBRG4,GR_DE_p
681,ILMN_1784523,turquoise,ATP6V1G1,GR_DE_p
694,ILMN_1788604,turquoise,WBP2,GR_DE_p
703,ILMN_1789186,turquoise,OBFC1,GR_DE_p
704,ILMN_1789387,turquoise,KCNE3,GR_DE_p
705,ILMN_1789508,turquoise,GTF3C3,GR_DE_p
709,ILMN_1789793,turquoise,NUAK2,GR_DE_p
710,ILMN_1789830,turquoise,CFLAR,GR_DE_p
719,ILMN_1793829,turquoise,TMCO1,GR_DE_p
720,ILMN_1793832,turquoise,GRB14,GR_DE_p
721,ILMN_1794266,turquoise,SPINLW1,GR_DE_p
725,ILMN_1795218,turquoise,DHX30,GR_DE_p
726,ILMN_1795228,turquoise,ZFAND5,GR_DE_p
728,ILMN_1795383,turquoise,RPUSD3,GR_DE_p
733,ILMN_1795905,turquoise,ZBTB4,GR_DE_p
735,ILMN_1795930,turquoise,PTGER4,GR_DE_p
737,ILMN_1796136,turquoise,RAB37,GR_DE_p
738,ILMN_1796316,turquoise,MMP9,GR_DE_p
739,ILMN_1796407,turquoise,SS18L2,GR_DE_p
740,ILMN_1796458,turquoise,GABARAPL2,GR_DE_p
748,ILMN_1797107,turquoise,SCLT1,GR_DE_p
752,ILMN_1797332,turquoise,NARS2,GR_DE_p
756,ILMN_1797534,turquoise,RIOK1,GR_DE_p
760,ILMN_1797964,turquoise,ARL6IP6,GR_DE_p
770,ILMN_1799765,turquoise,RAB24,GR_DE_p
772,ILMN_1801105,turquoise,PRKCD,GR_DE_p
779,ILMN_1803624,turquoise,TMEM147,GR_DE_p
784,ILMN_1804419,turquoise,LRMP,GR_DE_p
789,ILMN_1805800,turquoise,RAB5A,GR_DE_p
792,ILMN_1807106,turquoise,LDHA,GR_DE_p
805,ILMN_1811110,turquoise,TDRD9,GR_DE_p
811,ILMN_1812080,turquoise,PARP16,GR_DE_p
812,ILMN_1813379,turquoise,TNFRSF9,GR_DE_p
813,ILMN_1813491,turquoise,SPTLC1,GR_DE_p
816,ILMN_1813775,turquoise,GAK,GR_DE_p
820,ILMN_1814464,turquoise,RAMP2,GR_DE_p
826,ILMN_1815908,turquoise,GYPE,GR_DE_p
827,ILMN_1826471,turquoise,PHLDB3,GR_DE_p
831,ILMN_1862217,turquoise,APH1B,GR_DE_p
833,ILMN_1873893,turquoise,ITGA9,GR_DE_p
837,ILMN_1882590,turquoise,NACC2,GR_DE_p
845,ILMN_2046315,turquoise,GABARAPL2,GR_DE_p
856,ILMN_2076463,turquoise,SLC15A4,GR_DE_p
857,ILMN_2081645,turquoise,RSPO2,GR_DE_p
861,ILMN_2082810,turquoise,BRD7,GR_DE_p
868,ILMN_2091707,turquoise,AGPHD1,GR_DE_p
876,ILMN_2103388,turquoise,ZBTB49,GR_DE_p
878,ILMN_2115949,turquoise,ZNF394,GR_DE_p
886,ILMN_2127328,turquoise,PURA,GR_DE_p
887,ILMN_2129015,turquoise,AFF1,GR_DE_p
889,ILMN_2129927,turquoise,EXT1,GR_DE_p
894,ILMN_2132599,turquoise,ANKRD22,GR_DE_p
897,ILMN_2143148,turquoise,TM2D1,GR_DE_p
898,ILMN_2145116,turquoise,TMEM173,GR_DE_p
903,ILMN_2153373,turquoise,LRBA,GR_DE_p
905,ILMN_2153466,turquoise,FAM50B,GR_DE_p
906,ILMN_2160929,turquoise,FEN1,GR_DE_p
909,ILMN_2163306,turquoise,FAM120A,GR_DE_p
910,ILMN_2167617,turquoise,NACA,GR_DE_p
918,ILMN_2208413,turquoise,ARHGAP15,GR_DE_p
919,ILMN_2212354,turquoise,WDR46,GR_DE_p
922,ILMN_2219437,turquoise,PRRG4,GR_DE_p
930,ILMN_2228180,turquoise,MSRA,GR_DE_p
934,ILMN_2231928,turquoise,MX2,GR_DE_p
939,ILMN_2234412,turquoise,TLE3,GR_DE_p
941,ILMN_2252295,turquoise,ELF2,GR_DE_p
946,ILMN_2282959,turquoise,DNA2,GR_DE_p
952,ILMN_2299612,turquoise,TMEM150A,GR_DE_p
959,ILMN_2319910,turquoise,DGKA,GR_DE_p
960,ILMN_2320850,turquoise,UBE2D3,GR_DE_p
966,ILMN_2323172,turquoise,CSF3R,GR_DE_p
977,ILMN_2328280,turquoise,ACTL6A,GR_DE_p
982,ILMN_2336609,turquoise,SYTL2,GR_DE_p
984,ILMN_2336982,turquoise,NPTN,GR_DE_p
990,ILMN_2342240,turquoise,MGAT2,GR_DE_p
993,ILMN_2342271,turquoise,BCL11A,GR_DE_p
998,ILMN_2344798,turquoise,APAF1,GR_DE_p
1002,ILMN_2348090,turquoise,MRPL55,GR_DE_p
1004,ILMN_2349658,turquoise,TSPO,GR_DE_p
1005,ILMN_2352326,turquoise,COASY,GR_DE_p
1007,ILMN_2353697,turquoise,HINFP,GR_DE_p
1015,ILMN_2358202,turquoise,SRRT,GR_DE_p
1018,ILMN_2364376,turquoise,ILK,GR_DE_p
1021,ILMN_2365569,turquoise,ICA1,GR_DE_p
1027,ILMN_2367671,turquoise,LIMK2,GR_DE_p
1028,ILMN_2368585,turquoise,GGT1,GR_DE_p
1034,ILMN_2375992,turquoise,SPINT1,GR_DE_p
1036,ILMN_2376723,turquoise,CDKN2B,GR_DE_p
1038,ILMN_2381899,turquoise,OPTN,GR_DE_p
1039,ILMN_2383097,turquoise,"RPL17,RPL17-C18ORF32",GR_DE_p
1045,ILMN_2388539,turquoise,C17orf101,GR_DE_p
1052,ILMN_2395451,turquoise,ASS1,GR_DE_p
1055,ILMN_2396410,turquoise,CS,GR_DE_p
1058,ILMN_2396982,turquoise,BCL2L12,GR_DE_p
1061,ILMN_2397750,turquoise,IVNS1ABP,GR_DE_p
1064,ILMN_2398865,turquoise,VPS13C,GR_DE_p
