,Probe_Id,module,Gene_symbol.y,NETWORK
1065,ILMN_2399503,turquoise,UBN1,GR_DE_p
1071,ILMN_2404385,turquoise,REPIN1,GR_DE_p
6,ILMN_1653504,yellow,S1PR1,GR_DE_p
7,ILMN_1653529,yellow,TEX10,GR_DE_p
10,ILMN_1655137,yellow,ZCCHC11,GR_DE_p
26,ILMN_1657547,yellow,CCDC34,GR_DE_p
32,ILMN_1658460,yellow,SRSF10,GR_DE_p
47,ILMN_1661888,yellow,MEF2A,GR_DE_p
68,ILMN_1665559,yellow,CDK2,GR_DE_p
76,ILMN_1667453,yellow,HINFP,GR_DE_p
102,ILMN_1671839,yellow,TAF1C,GR_DE_p
117,ILMN_1673638,yellow,RPS3A,GR_DE_p
147,ILMN_1676946,yellow,AP3M2,GR_DE_p
168,ILMN_1679381,yellow,LCN1,GR_DE_p
177,ILMN_1681067,yellow,PIK3R5,GR_DE_p
178,ILMN_1681590,yellow,LARP1,GR_DE_p
207,ILMN_1687922,yellow,RP9,GR_DE_p
224,ILMN_1692464,yellow,TTC38,GR_DE_p
228,ILMN_1693045,yellow,TMED1,GR_DE_p
238,ILMN_1695354,yellow,BMF,GR_DE_p
239,ILMN_1695468,yellow,SRPK2,GR_DE_p
250,ILMN_1696870,yellow,TGFBRAP1,GR_DE_p
254,ILMN_1698367,yellow,CD84,GR_DE_p
275,ILMN_1701477,yellow,CCDC101,GR_DE_p
317,ILMN_1709590,yellow,PGM5,GR_DE_p
342,ILMN_1712389,yellow,"CKLF-CMTM1,CKLF",GR_DE_p
391,ILMN_1721113,yellow,HLA-C,GR_DE_p
399,ILMN_1723909,yellow,RPL21P44,GR_DE_p
406,ILMN_1724493,yellow,LYSMD2,GR_DE_p
442,ILMN_1732049,yellow,DPM2,GR_DE_p
459,ILMN_1736831,yellow,PRSS33,GR_DE_p
471,ILMN_1738369,yellow,TUFM,GR_DE_p
501,ILMN_1745103,yellow,CLEC1B,GR_DE_p
511,ILMN_1746492,yellow,IFT27,GR_DE_p
547,ILMN_1753440,yellow,DCAF16,GR_DE_p
549,ILMN_1754753,yellow,IL6R,GR_DE_p
562,ILMN_1757336,yellow,LRCH3,GR_DE_p
573,ILMN_1761159,yellow,ESYT1,GR_DE_p
585,ILMN_1763452,yellow,EVI2B,GR_DE_p
586,ILMN_1763837,yellow,ANPEP,GR_DE_p
601,ILMN_1767253,yellow,RRP12,GR_DE_p
605,ILMN_1767658,yellow,RRS1,GR_DE_p
646,ILMN_1776005,yellow,OSTC,GR_DE_p
650,ILMN_1778104,yellow,ACADM,GR_DE_p
651,ILMN_1778168,yellow,ELMO2,GR_DE_p
657,ILMN_1779979,yellow,SLC37A3,GR_DE_p
664,ILMN_1781285,yellow,DUSP1,GR_DE_p
665,ILMN_1781373,yellow,IFIH1,GR_DE_p
683,ILMN_1784661,yellow,TMEM2,GR_DE_p
695,ILMN_1788887,yellow,LOC338799,GR_DE_p
718,ILMN_1791840,yellow,RALBP1,GR_DE_p
741,ILMN_1796642,yellow,NCF2,GR_DE_p
757,ILMN_1797684,yellow,PDCD2,GR_DE_p
776,ILMN_1802106,yellow,APOBEC3G,GR_DE_p
783,ILMN_1804328,yellow,WWP1,GR_DE_p
790,ILMN_1805916,yellow,NIPSNAP1,GR_DE_p
793,ILMN_1807397,yellow,NDUFB5,GR_DE_p
800,ILMN_1809344,yellow,BTBD10,GR_DE_p
804,ILMN_1810514,yellow,SLC25A44,GR_DE_p
832,ILMN_1864422,yellow,POU2F1,GR_DE_p
839,ILMN_1903822,yellow,SLC2A9,GR_DE_p
859,ILMN_2082593,yellow,KIR3DL3,GR_DE_p
877,ILMN_2105966,yellow,SLC35A4,GR_DE_p
881,ILMN_2116877,yellow,OLFM4,GR_DE_p
929,ILMN_2225348,yellow,ZNF805,GR_DE_p
943,ILMN_2261973,yellow,DPH3,GR_DE_p
956,ILMN_2307032,yellow,OSBPL5,GR_DE_p
957,ILMN_2310703,yellow,RPS26,GR_DE_p
963,ILMN_2321485,yellow,PPP1R8,GR_DE_p
973,ILMN_2327795,yellow,RERE,GR_DE_p
1009,ILMN_2354140,yellow,NAA20,GR_DE_p
1017,ILMN_2362457,yellow,ZDHHC16,GR_DE_p
1024,ILMN_2367418,yellow,OSCAR,GR_DE_p
1030,ILMN_2373515,yellow,HSP90AA1,GR_DE_p
1032,ILMN_2374293,yellow,DYRK1A,GR_DE_p
1037,ILMN_2381841,yellow,DDX19B,GR_DE_p
1073,ILMN_2406043,yellow,"CHMP3,RNF103-CHMP3",GR_DE_p
1077,ILMN_2415162,yellow,01-Sep,GR_DE_p
1102,ILMN_1656477,blue,ARSA,Etranscript_p
3101,ILMN_1657283,blue,ALKBH5,Etranscript_p
5101,ILMN_1658884,blue,ATP11B,Etranscript_p
7101,ILMN_1680419,blue,ASB7,Etranscript_p
9101,ILMN_1684293,blue,ANP32B,Etranscript_p
1080,ILMN_1693789,blue,ALPP,Etranscript_p
1112,ILMN_1695759,blue,AMDHD2,Etranscript_p
1312,ILMN_1700633,blue,ABHD4,Etranscript_p
1812,ILMN_1716237,blue,ACOT2,Etranscript_p
2012,ILMN_1716480,blue,ACD,Etranscript_p
2212,ILMN_1718023,blue,APEH,Etranscript_p
2412,ILMN_1728662,blue,ALDH3B1,Etranscript_p
2712,ILMN_1731783,blue,ATP1A1,Etranscript_p
2911,ILMN_1758323,blue,ACPP,Etranscript_p
3011,ILMN_1761309,blue,ADCK5,Etranscript_p
3111,ILMN_1770673,blue,AKNA,Etranscript_p
3311,ILMN_1793894,blue,ANAPC13,Etranscript_p
3711,ILMN_2115218,blue,ANKRD10,Etranscript_p
4111,ILMN_2132599,blue,ANKRD22,Etranscript_p
4211,ILMN_2208413,blue,ARHGAP15,Etranscript_p
4411,ILMN_2221408,blue,ARFGEF1,Etranscript_p
4711,ILMN_2328280,blue,ACTL6A,Etranscript_p
4911,ILMN_2338268,blue,ABHD11,Etranscript_p
5011,ILMN_2342841,blue,AFTPH,Etranscript_p
5311,ILMN_2358202,blue,SRRT,Etranscript_p
5511,ILMN_2358457,blue,ATF4,Etranscript_p
5611,ILMN_2395451,blue,ASS1,Etranscript_p
2102,ILMN_1656477,turquoise,ARSA,Etranscript_p
4101,ILMN_1658884,turquoise,ATP11B,Etranscript_p
6101,ILMN_1665331,turquoise,AMT,Etranscript_p
8101,ILMN_1680419,turquoise,ASB7,Etranscript_p
1212,ILMN_1698680,turquoise,ARL17A,Etranscript_p
1412,ILMN_1700633,turquoise,ABHD4,Etranscript_p
1512,ILMN_1703471,turquoise,ATF6,Etranscript_p
1612,ILMN_1709820,turquoise,AOAH,Etranscript_p
1712,ILMN_1715181,turquoise,ARRDC2,Etranscript_p
1912,ILMN_1716480,turquoise,ACD,Etranscript_p
2112,ILMN_1718023,turquoise,APEH,Etranscript_p
2312,ILMN_1722102,turquoise,ANAPC11,Etranscript_p
2512,ILMN_1728662,turquoise,ALDH3B1,Etranscript_p
2612,ILMN_1731783,turquoise,ATP1A1,Etranscript_p
2812,ILMN_1758323,turquoise,ACPP,Etranscript_p
3211,ILMN_1770673,turquoise,AKNA,Etranscript_p
3411,ILMN_1793894,turquoise,ANAPC13,Etranscript_p
3511,ILMN_1794707,turquoise,ATHL1,Etranscript_p
3611,ILMN_1798679,turquoise,ANO9,Etranscript_p
3811,ILMN_2115218,turquoise,ANKRD10,Etranscript_p
3911,ILMN_2129015,turquoise,AFF1,Etranscript_p
4011,ILMN_2132599,turquoise,ANKRD22,Etranscript_p
4311,ILMN_2221408,turquoise,ARFGEF1,Etranscript_p
4511,ILMN_2325337,turquoise,APOL2,Etranscript_p
4611,ILMN_2328280,turquoise,ACTL6A,Etranscript_p
4811,ILMN_2332558,turquoise,ARL5A,Etranscript_p
5111,ILMN_2343563,turquoise,ANAPC11,Etranscript_p
5211,ILMN_2347314,turquoise,ARNT,Etranscript_p
5411,ILMN_2358457,turquoise,ATF4,Etranscript_p
5711,ILMN_2395451,turquoise,ASS1,Etranscript_p
5811,ILMN_2403446,turquoise,ABHD2,Etranscript_p
