"","Estimate","Std. Error","t value","Pr(>|t|)","Padj","gene"
"ILMN_1694233",0.0878478310884543,0.0323911690954439,2.71209201587018,0.00709822953066523,0.110341920832334,"ACYP1"
"ILMN_1803686",0.0730401241086932,0.033465048398225,2.18257936577696,0.029894662934416,0.190468441433736,"ADA"
"ILMN_1713751",-0.0783234778849716,0.0371580806719206,-2.10784508964583,0.0359299744909214,0.20482134697914,"ADAM19"
"ILMN_1727524",-0.0718855231165774,0.0306005929842054,-2.3491545785953,0.0195086329534423,0.161934565878048,"ADAM9"
"ILMN_1776777",-0.058048682404294,0.0289181864707131,-2.00734172812264,0.0456706737769561,0.226189820413034,"ADAR"
"ILMN_2320964",-0.0734001663458626,0.029790276794164,-2.4638967557442,0.0143425713523187,0.145094792523243,"ADAR"
"ILMN_1679797",0.0956837943540554,0.0360710922310432,2.65264477552218,0.00844052419498756,0.11739790312197,"ADARB1"
"ILMN_2148944",-0.139894830463781,0.0452313310707922,-3.09287449986448,0.00218174834226876,0.0794986980290372,"ADCY4"
"ILMN_2311278",0.0543596867764709,0.0235604446743882,2.3072436674153,0.0217682169623304,0.16704286260153,"ADD3"
"ILMN_1702933",-0.0760413391881085,0.02746420948201,-2.76874305222286,0.0060016091051992,0.104596729751543,"ADM2"
"ILMN_1690352",0.0843936374563355,0.0311217038212489,2.71172934300321,0.00710579784328674,0.110341920832334,"ADO"
"ILMN_1733259",-0.126896588466976,0.0617139703104325,-2.05620522919952,0.0406862066705607,0.214729871911171,"ADORA3"
"ILMN_1730710",-0.134304076528906,0.0488398738107889,-2.74988582176145,0.00634830601990974,0.105683413605644,"ADORA3"
"ILMN_1677868",-0.10950656968262,0.033266151746495,-3.29183160460266,0.00112259084174074,0.0645051397654568,"ADRA2B"
"ILMN_1790757",0.0525301583153207,0.0232123360261331,2.26302765289029,0.0243971441792617,0.174906961916357,"ADSL"
"ILMN_1712944",0.0900345143400453,0.0313326196156046,2.87350740042194,0.00436921595030131,0.0929373205829709,"AES"
"ILMN_2333107",0.0913140081003522,0.0361437063208461,2.52641517418722,0.0120726864683616,0.138317103806552,"AES"
"ILMN_1707169",0.14041129564039,0.0358201518648444,3.91989671540717,0.000111354983786864,0.0333897918884912,"AGMAT"
"ILMN_1732176",-0.063109179030911,0.0284099869177442,-2.22137304088284,0.0271226120216518,0.182847547903187,"AGPAT2"
"ILMN_1681081",-0.101874087632391,0.0358495700235323,-2.84171016738887,0.00481581267761477,0.0962533704213468,"AGPAT2"
"ILMN_2377430",-0.11707806385525,0.0515349455684542,-2.27181890974804,0.0238534382707894,0.173908228122132,"AGPAT2"
"ILMN_1794875",-0.100547317295043,0.0428300773622621,-2.34758663741374,0.0195893062319772,0.161981674852179,"AGPAT9"
"ILMN_1770412",-0.0369327385480504,0.018361958106599,-2.0113725526243,0.0452407870306772,0.225527015646692,"AHCYL1"
"ILMN_1712786",0.0493504661213157,0.0248263799422259,1.9878236873906,0.0478015212263166,0.232777688018044,"AHCYL2"
"ILMN_1688625",-0.0737473986525666,0.028531940984866,-2.58473122076356,0.0102499146410952,0.129472367674197,"AIM1"
"ILMN_2103841",0.0524894026885887,0.0187286008753911,2.80263341815129,0.00542135066073849,0.101125474066715,"AIP"
