"","X","estimate","SE","df","t.ratio","pval","padj","fold_change","gene","Chr","male_fold_change","female_fold_change","female_direction","male_direction","opp"
"ILMN_2089073","ILMN_2089073",-0.235855885241813,0.0203177156745613,292.71855797342,-11.608385953403,7.01192852009657e-26,6.84995297128234e-22,1.1848280323598,"ATP9A","20",1.14850543099479,1.2651845017093,"positive","positive",0
"ILMN_1790603","ILMN_1790603",0.14925681799237,0.017017712164178,289.609405839921,8.77067472715594,1.55048538276135e-16,1.26674655771602e-12,-1.11424584203027,"ATPAF1","1",-1.10814210950296,-1.12721993774841,"negative","negative",0
"ILMN_1727390","ILMN_1727390",0.108768811728417,0.0197916149505011,289.605676302445,5.49570168985443,8.53690727499474e-08,0.000475420366144457,-1.08397768934756,"ATPAF2","17",-1.08568669096947,-1.08038472660973,"negative","negative",0
"ILMN_1727332","ILMN_1727332",0.0886641260539311,0.0160892242391111,290.157927442508,5.51077694836264,7.88964643815085e-08,0.000440636753570725,-1.06667051993296,"ATPIF1","1",-1.0462157465724,-1.11109852393833,"negative","negative",0
"ILMN_2370464","ILMN_2370464",0.0875387022715037,0.0169045386278542,289.903306360521,5.17841416430398,4.19298181342413e-07,0.0021887365066074,-1.06513379401494,"ATRIP","3",-1.04948528903066,-1.09888170632589,"negative","negative",0
"ILMN_1800951","ILMN_1800951",-0.150783641002508,0.0206196093679706,289.708662958876,-7.31263324690948,2.57273627725102e-12,1.84671009981078e-08,1.11061599692501,"ATXN1","6",1.07358832072375,1.19288801123958,"positive","positive",0
"ILMN_2153332","ILMN_2153332",-0.215860387421495,0.0196978601829652,290.024110656374,-10.9585703937614,1.29847490528295e-23,1.22355290324812e-19,1.16183178118847,"ATXN1","6",1.13966787768335,1.20996441455949,"positive","positive",0
"ILMN_1743829","ILMN_1743829",0.0646017888524969,0.00944506553862791,289.805740126618,6.83973960670702,4.70770136078022e-11,3.20359077601094e-07,-1.0467938758564,"ATXN2","12",-1.03939182523394,-1.06256696714167,"negative","negative",0
"ILMN_2393497","ILMN_2393497",0.089766895508361,0.0118756841539473,290.764677923,7.55888202689556,5.33858386140701e-13,3.92065598781731e-09,-1.06322896622235,"ATXN3","14",-1.06428773286227,-1.06100103485037,"negative","negative",0
"ILMN_1664177","ILMN_1664177",0.0902811010746223,0.0173887522463531,289.806441005005,5.19192520518869,3.92466353337913e-07,0.00205456135972397,-1.06370335981075,"ATXN7L2","1",-1.04573517955445,-1.10258918314342,"negative","negative",0
"ILMN_1862018","ILMN_1862018",-0.0560581932658414,0.0114761990171818,289.797005574866,-4.88473519689863,1.71553117711214e-06,0.00846786189022552,1.03962154802138,"ATXN7L3","17",1.0372922694807,1.04454770708754,"positive","positive",0
"ILMN_1651378","ILMN_1651378",0.0624227880839862,0.0130146694908499,290.004898559849,4.79634063145999,2.5879578909963e-06,0.012580063308133,-1.04610496679196,"AUP1","2",-1.04282797426452,-1.05304507643172,"negative","negative",0
"ILMN_1768396","ILMN_1768396",-0.0768432490136023,0.013608685664092,289.798915539422,-5.64663266610394,3.9018080991832e-08,0.000223027350949312,1.05435464627697,"AURKAIP1","1",1.03139122396352,1.10443864727184,"positive","positive",0
"ILMN_1674265","ILMN_1674265",-0.211649877766542,0.0190285721133944,291.04257214054,-11.122740923769,3.48436697537738e-24,3.31676892386173e-20,1.16192362657581,"AVIL","12",1.14378456304312,1.20109969192001,"positive","positive",0
"ILMN_1722292","ILMN_1722292",-0.136395325696504,0.0201519358548528,289.829511681637,-6.76834854372854,7.21779852198889e-11,4.86551798367271e-07,1.09565240366129,"AVL9","7",1.08335727258928,1.12202357108243,"positive","positive",0
"ILMN_1811443","ILMN_1811443",-0.108558943420536,0.0186114291981352,291.161185390559,-5.83291816360955,1.4472581448174e-08,8.54316482885711e-05,1.09194793414265,"AVP","20",1.09818605770583,1.07891671302236,"positive","positive",0
"ILMN_1671731","ILMN_1671731",0.129201265381971,0.0202779089165884,289.694202605725,6.37152804628081,7.34156187561107e-10,4.68465063282742e-06,-1.09557585214343,"AVPI1","10",-1.06994039013575,-1.15163239763634,"negative","negative",0
"ILMN_1724480","ILMN_1724480",0.340270837655392,0.0225399557436323,291.495692936594,15.0963400960324,1.91915637993495e-38,2.14273809819737e-34,-1.27026970530469,"AXIN2","17",-1.22047197019086,-1.38197359033597,"negative","negative",0
"ILMN_1733680","ILMN_1733680",-0.100572068917429,0.0207284611187299,289.605676302464,-4.85188303856065,2.00098333931773e-06,0.00981682426269278,1.06726374875792,"AZI2","3",1.06087512161998,1.08085421441478,"positive","positive",0
"ILMN_1656682","ILMN_1656682",-0.116260357264436,0.0151215560842164,290.435515599924,-7.68838581273966,2.31932810814999e-13,1.72442044840952e-09,1.07883449963201,"AZIN1","8",1.06087434922978,1.11768789189679,"positive","positive",0
"ILMN_1730867","ILMN_1730867",-0.183687976118479,0.0257151459963954,293.660960144878,-7.14318231536492,7.2160165563132e-12,5.09378608710149e-08,1.14676980871637,"AZU1","19",1.13708380013567,1.1674543632979,"positive","positive",0
"ILMN_2148459","ILMN_2148459",-0.0697840900590261,0.0146729157744872,290.661967054808,-4.75597973378709,3.1137264420545e-06,0.0150455261680073,1.05322159200413,"B2M","15",1.0345849725282,1.09360540784978,"positive","positive",0
"ILMN_1725427","ILMN_1725427",-0.0760593871836439,0.0157056156351177,291.020003242449,-4.84281475815412,2.08263993433185e-06,0.0102091009580947,1.05608403949452,"B2M","15",1.02975528371487,1.1137977923915,"positive","positive",0
"ILMN_1690682","ILMN_1690682",-0.0692763736848245,0.0142152134549597,291.999100777475,-4.8733966538261,1.80262668233301e-06,0.00888694954390174,1.05066259515736,"B3GALT4","6",1.05097933434549,1.0499953713536,"positive","positive",0
"ILMN_1739749","ILMN_1739749",0.111566001108743,0.016173020895251,290.202914086595,6.89827842499747,3.30064636151143e-11,2.25995256372688e-07,-1.08245287285329,"B3GALT6","1",-1.06189337388631,-1.12709536460695,"negative","negative",0
"ILMN_1711102","ILMN_1711102",-0.144931160888278,0.0212401931182764,289.605676302451,-6.82343894338563,5.19751737996079e-11,3.52755504577939e-07,1.1092290748805,"B3GNT2","2",1.10751453385145,1.1128512128492,"positive","positive",0
"ILMN_1741389","ILMN_1741389",-0.341817985482156,0.0238952698210887,290.006262005401,-14.3048389091838,1.72591888502787e-35,1.88366787111942e-31,1.26708243954979,"B3GNT8","19",1.236739177537,1.33349161129229,"positive","positive",0
"ILMN_1702817","ILMN_1702817",-0.27264623791377,0.0224812908783871,290.756578486965,-12.127694952601,1.14271668953418e-27,1.14557348125802e-23,1.21111494907709,"B3GNTL1","17",1.18032944596389,1.27865090305321,"positive","positive",0
"ILMN_1766221","ILMN_1766221",-0.268146276113191,0.015037490521072,290.949634792144,-17.8318500508738,1.40923625879033e-48,1.64345132500128e-44,1.20503750275446,"B4GALT1","9",1.17920275362265,1.26135336857309,"positive","positive",0
"ILMN_1692267","ILMN_1692267",0.0750867635757425,0.0127990231799325,290.99400693,5.8666011085495,1.20807796781958e-08,7.18081544071958e-05,-1.04188613074795,"B4GALT3","1",-1.03077021295407,-1.06570733218298,"negative","negative",0
"ILMN_1661500","ILMN_1661500",-0.322846896911476,0.0213793013937875,289.605676302451,-15.1009095650474,2.10930038793782e-38,2.35440109301619e-34,1.24579430311572,"B4GALT4","3",1.21040532549175,1.32380227875422,"positive","positive",0
"ILMN_2380688","ILMN_2380688",-0.163624415514087,0.0205263034322225,289.605676302445,-7.9714506829918,3.64367409163912e-14,2.78012333192065e-10,1.12541650888181,"B4GALT4","3",1.09861608329883,1.18405931499524,"positive","positive",0
"ILMN_1685824","ILMN_1685824",-0.586564380227605,0.0270037174725528,291.101766042096,-21.7216159524629,7.39035397880517e-63,8.79747737636967e-59,1.49699223980781,"B4GALT5","20",1.44210519762917,1.61960507574972,"positive","positive",0
"ILMN_1663541","ILMN_1663541",0.195719083366475,0.0176370815066827,290.211378934119,11.0970221060847,4.36698391609992e-24,4.14819802190331e-20,-1.14591023878053,"B4GALT7","5",-1.13098889380329,-1.17800515290143,"negative","negative",0
"ILMN_1806999","ILMN_1806999",-0.275384492881435,0.0205557546768106,290.616201141397,-13.3969536614534,3.36345588966705e-32,3.55819998567877e-28,1.21084865219284,"B9D2","19",1.16672219216515,1.30938771706966,"positive","positive",0
"ILMN_1807181","ILMN_1807181",-0.111449877732173,0.0195939494145853,289.789044681762,-5.68797414824456,3.14048495245882e-08,0.000180829123562579,1.0773574820475,"BACH1","21",1.04870766687394,1.14032659766821,"positive","positive",0
"ILMN_2058468","ILMN_2058468",0.238638238966592,0.0203646235042011,291.972676614503,11.7182740411264,2.977608530118e-26,2.92520261998792e-22,-1.18334445558288,"BACH2","6",-1.14991596901235,-1.25701225206036,"negative","negative",0
"ILMN_1659766","ILMN_1659766",0.194122185817074,0.0200246801890208,291.406127050371,9.69414662230203,1.92258114959917e-19,1.68187398966935e-15,-1.1471489778906,"BAG3","10",-1.14018932717327,-1.16195605161601,"negative","negative",0
"ILMN_2361695","ILMN_2361695",0.0609923053344101,0.0107459523169488,290.770317964092,5.67583993818876,3.33818607045115e-08,0.000191678644165305,-1.04580736415492,"BAG5","14",-1.03961602205423,-1.05897679053871,"negative","negative",0
"ILMN_2206141","ILMN_2206141",-0.142139019896549,0.0231761582363956,289.889176675446,-6.13298452861508,2.81844274574236e-09,1.74292499396708e-05,1.10712077067368,"MLL3","7",1.07842428894597,1.17012445188366,"positive","positive",0
"ILMN_2179837","ILMN_2179837",0.239693527321726,0.0171764619131671,290.197275592346,13.954767200222,3.24235951719404e-34,3.50109980666612e-30,-1.18498829818279,"BANF1","11",-1.15702223296723,-1.24616079432238,"negative","negative",0
"ILMN_1749243","ILMN_1749243",0.140972059885276,0.0199754390371528,290.063961406494,7.05726966116131,1.25397083776921e-11,8.76525615600678e-08,-1.10666648075531,"BANF1","11",-1.09302089772034,-1.13598533099067,"negative","negative",0
"ILMN_1661646","ILMN_1661646",0.178733566194417,0.0229854154682441,291.010452742938,7.7759554288392,1.30438226036019e-13,9.77895380592034e-10,-1.1355513527185,"BANK1","4",-1.14756499477929,-1.11064252937816,"negative","negative",0
"ILMN_2396338","ILMN_2396338",-0.143200151064741,0.0193670363987316,289.800231590256,-7.39401466060754,1.538868072998e-12,1.11213995635565e-08,1.10843515331217,"BANP","16",1.10611930507641,1.11333175528075,"positive","positive",0
"ILMN_1701216","ILMN_1701216",-0.159221755758462,0.0144808497741733,290.834256114614,-10.9953323348768,9.5262140950912e-24,8.99465134858511e-20,1.11706283359763,"BANP","16",1.10373888113429,1.14567246292794,"positive","positive",0
"ILMN_2074258","ILMN_2074258",0.111548516462329,0.0159228991439563,291.143044107669,7.00554060248937,1.71015558389588e-11,1.18787406857408e-07,-1.08288283997863,"BARD1","2",-1.06051898178971,-1.13157160641522,"negative","negative",0
"ILMN_1651826","ILMN_1651826",-0.360032652038764,0.0210462833162996,291.700284478119,-17.1067093713374,6.46611780901897e-46,7.47612541078773e-42,1.2870632114949,"BASP1","5",1.2690066654697,1.32596361314516,"positive","positive",0
